table_id,table_width,table_height,table_left,table_top,table_page,source,cell_count,row_count,column_count,content,entities,child_count,merged_cell_count,table_title_count,table_footer_count,table_type,layout_title_text,table_class
5dab2f7a-692e-47eb-a0e8-c5600a20cdf6,0.418267161,0.20195753872394562,0.504131019,0.7133764028549194,5,textract_results_28cdc0571c67bdd2d6d439407c0bb3b138cb4963db60900b0eb3d3a4f0b345fd.json,20,10,2,"[[['Type:'], ['Control', 'Cabinet']], [['Size:'], ['N/A']], [['Manufacturer:'], ['Allen-Bradley']], [['Asset', 'Tag:'], ['-']], [['Barcode:'], ['PSC1343199']], [['QR', 'Code:'], ['10055530']], [['Model', 'Number:'], ['UNKNOWN']], [['Rated', 'amps:'], ['30', 'Amps']], [['Voltage:'], ['480V']], [['Priority:'], ['ETO']]]","[['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal']]",20,0,0,0,SEMI_STRUCTURED_TABLE,,asset_details
2123e8f8-fe33-4103-a351-c0e005414fad,0.41777652502059937,0.2019985467195511,0.5039651989936829,0.7130272388458252,22,textract_results_3f7a0534338e68b0bf8d0387d837e456eb44f66c4ad783f8c715480f1e8815c4.json,20,10,2,"[[['Type:'], ['Control', 'Cabinet']], [['Size:'], ['N/A']], [['Manufacturer:'], ['Allen-Bradley']], [['Asset', 'Tag:'], ['-']], [['Barcode:'], []], [['QR', 'Code:'], ['10212241']], [['Model', 'Number:'], ['-']], [['Rated', 'amps:'], ['250', 'Amps']], [['Voltage:'], ['277/480V']], [['Priority:'], ['ETO']]]","[['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal']]",20,0,0,0,SEMI_STRUCTURED_TABLE,,asset_details
bf5e6617-686b-4737-ad33-77c575114e8f,0.41676193475723267,0.20124505460262299,0.5049951076507568,0.7130517959594727,23,textract_results_3f7a0534338e68b0bf8d0387d837e456eb44f66c4ad783f8c715480f1e8815c4.json,20,10,2,"[[['Type:'], ['Control', 'Cabinet']], [['Size:'], ['N/A']], [['Manufacturer:'], ['Allen-Bradley']], [['Asset', 'Tag:'], ['-']], [['Barcode:'], []], [['QR', 'Code:'], ['10212300']], [['Model', 'Number:'], ['-']], [['Rated', 'amps:'], ['100', 'Amps']], [['Voltage:'], ['480V']], [['Priority:'], ['ETO']]]","[['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal']]",20,0,0,0,SEMI_STRUCTURED_TABLE,,asset_details
452a6dc2-1b8b-4ef9-a9fb-2638e071ddc9,0.41877081990242004,0.20169608294963837,0.5041415691375732,0.7129639983177185,24,textract_results_3f7a0534338e68b0bf8d0387d837e456eb44f66c4ad783f8c715480f1e8815c4.json,20,10,2,"[[['Type:'], ['Control', 'Cabinet']], [['Size:'], ['N/A']], [['Manufacturer:'], ['Allen-Bradley']], [['Asset', 'Tag:'], ['-']], [['Barcode:'], []], [['QR', 'Code:'], ['10212311']], [['Model', 'Number:'], ['-']], [['Rated', 'amps:'], ['-']], [['Voltage:'], ['480V']], [['Priority:'], ['ETO']]]","[['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal']]",20,0,0,0,SEMI_STRUCTURED_TABLE,,asset_details
1cc955c6-3664-4f7e-86f7-b5052b56203e,0.41887158155441284,0.20077545940876007,0.5027768611907959,0.713284433,25,textract_results_3f7a0534338e68b0bf8d0387d837e456eb44f66c4ad783f8c715480f1e8815c4.json,20,10,2,"[[['Type:'], ['Control', 'Cabinet']], [['Size:'], ['N/A']], [['Manufacturer:'], ['Allen-Bradley']], [['Asset', 'Tag:'], ['-']], [['Barcode:'], []], [['QR', 'Code:'], ['10212313']], [['Model', 'Number:'], ['-']], [['Rated', 'amps:'], ['-']], [['Voltage:'], ['480V']], [['Priority:'], ['ETO']]]","[['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal']]",20,0,0,0,SEMI_STRUCTURED_TABLE,,asset_details
6b7dd541-07bd-481d-84bb-17e81ec00228,0.4194628894329071,0.20204704999923706,0.5035121440887451,0.7130298614501953,31,textract_results_3f7a0534338e68b0bf8d0387d837e456eb44f66c4ad783f8c715480f1e8815c4.json,20,10,2,"[[['Type:'], ['Control', 'Cabinet']], [['Size:'], ['N/A']], [['Manufacturer:'], ['Allen-Bradley']], [['Asset', 'Tag:'], ['-']], [['Barcode:'], []], [['QR', 'Code:'], ['10212408']], [['Model', 'Number:'], ['-']], [['Rated', 'amps:'], ['400', 'Amps']], [['Voltage:'], ['220/230V']], [['Priority:'], ['ETO']]]","[['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal']]",20,0,0,0,SEMI_STRUCTURED_TABLE,,asset_details
89b7f79b-60f2-4c2f-9a3c-677377919987,0.41813376545906067,0.20206712186336517,0.5048111081123352,0.7130463123321533,12,textract_results_28cdc0571c67bdd2d6d439407c0bb3b138cb4963db60900b0eb3d3a4f0b345fd.json,20,10,2,"[[['Type:'], ['Control', 'Cabinet']], [['Size:'], ['N/A']], [['Manufacturer:'], ['Customized', 'Panel']], [['Asset', 'Tag:'], ['-']], [['Barcode:'], ['PSC1336339']], [['QR', 'Code:'], ['10055573']], [['Model', 'Number:'], ['N/A']], [['Rated', 'amps:'], ['60', 'Amps']], [['Voltage:'], ['480V']], [['Priority:'], ['ETO']]]","[['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal']]",20,0,0,0,SEMI_STRUCTURED_TABLE,,asset_details
75485930-30e2-4a87-9aaf-17370837809f,0.4168250560760498,0.2008741796016693,0.5053654909133911,0.7135042548179626,11,textract_results_28cdc0571c67bdd2d6d439407c0bb3b138cb4963db60900b0eb3d3a4f0b345fd.json,20,10,2,"[[['Type:'], ['Control', 'Cabinet']], [['Size:'], ['N/A']], [['Manufacturer:'], ['Customized', 'Panel']], [['Asset', 'Tag:'], ['-']], [['Barcode:'], ['PSC1343109']], [['QR', 'Code:'], ['10055416']], [['Model', 'Number:'], ['N/A']], [['Rated', 'amps:'], ['60', 'Amps']], [['Voltage:'], ['208V']], [['Priority:'], ['ETO']]]","[['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal']]",20,0,0,0,SEMI_STRUCTURED_TABLE,,asset_details
38964459-8ea5-4e54-92bb-37b1e9272c5d,0.41789135336875916,0.2019205093383789,0.5051332116127014,0.7129387855529785,8,textract_results_28cdc0571c67bdd2d6d439407c0bb3b138cb4963db60900b0eb3d3a4f0b345fd.json,20,10,2,"[[['Type:'], ['Control', 'Cabinet']], [['Size:'], ['N/A']], [['Manufacturer:'], ['Customized', 'Panel']], [['Asset', 'Tag:'], ['-']], [['Barcode:'], ['PSC1343143']], [['QR', 'Code:'], ['10055444']], [['Model', 'Number:'], ['N/A']], [['Rated', 'amps:'], ['30', 'Amps']], [['Voltage:'], ['480V']], [['Priority:'], ['ETO']]]","[['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal']]",20,0,0,0,SEMI_STRUCTURED_TABLE,,asset_details
a1b793da-ff64-4927-85bf-cc826b939e27,0.4177018105983734,0.20198141038417816,0.5052436590194702,0.7129696607589722,9,textract_results_28cdc0571c67bdd2d6d439407c0bb3b138cb4963db60900b0eb3d3a4f0b345fd.json,20,10,2,"[[['Type:'], ['Control', 'Cabinet']], [['Size:'], ['N/A']], [['Manufacturer:'], ['Customized', 'Panel']], [['Asset', 'Tag:'], ['-']], [['Barcode:'], ['PSC1343143']], [['QR', 'Code:'], ['10055444']], [['Model', 'Number:'], ['N/A']], [['Rated', 'amps:'], ['30', 'Amps']], [['Voltage:'], ['480V']], [['Priority:'], ['ETO']]]","[['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal'], ['normal', 'normal']]",20,0,0,0,SEMI_STRUCTURED_TABLE,,asset_details
